"ncit_value","origin_id"
"recombinant_human_trailtrimer_fusion_protein_scb313","C170907"
"recombinant_humanized_antiher2_bispecific_monoclonal_antibody_mbs301","C171377"
"recql4","C26492"
"recreational_fire_smoke","C164094"
"rectal_cancer","C9382"
"rectosigmoid_junction","C54188"
"rectum_nos","C12390"
"recurrence","C4798"
"redaporfin","C114382"
"refractory_anemia","C2872"
"refractory_anemia_with_excess_blasts","C7506"
"refractory_anemia_with_excess_blasts_in_transformation","C27080"
"refractory_anemia_with_ring_sideroblasts_associated_with_marked_thrombocytosis","C82616"
"refractory_anemia_with_ringed_sideroblasts","C4036"
"refractory_anemia_with_sideroblasts","C4036"
"refractory_cytopenia_of_childhood","C82596"
"refractory_cytopenia_with_multilineage_dysplasia","C8574"
"refractory_neutropenia","C82593"
"refractory_thrombocytopenia","C82594"
"regional_or_distant_metastasis_m1","C147529"
"regressing_nevus","C7603"
"regulatory_region_ablation","C148647"
"regulatory_region_amplification","C148648"
"regulatory_region_variant","C148646"
"rel","C17084"
"renal_carcinoma_collecting_duct_type","C6194"
"renal_cell_adenocarcinoma","C9385"
"renal_cell_carcinoma_chromophobe_type","C4146"
"renal_cell_carcinoma_nos","C9385"
"renal_cell_carcinoma_sarcomatoid","C27893"
"renal_cell_carcinoma_spindle_cell","C27893"
"renal_cell_carcinoma_unclassified","C9385"
"renal_disorder_nos","C3149"
"renal_medullary_carcinoma","C7572"
"renal_pelvis","C12887"
"reninoma","C4162"
"repeated_sequences","C13298"
"reserve_cell_carcinoma","C3915"
"residual_tumor","C4809"
"ret","C18257"
"reticuloendothelial_system_nos","C12780"
"reticulohistiocytoma","C3356"
"reticulosarcoma_nos","C27824"
"reticulum_cell_sarcoma_nos","C27824"
"retifanlimab","C142168"
"retina","C12343"
"retinal_anlage_tumor","C3717"
"retinoblastoma_differentiated","C66813"
"retinoblastoma_diffuse","C66815"
"retinoblastoma_nos","C7541"
"retinoblastoma_spontaneously_regressed","C66816"
"retinoblastoma_undifferentiated","C66814"
"retinocytoma","C66812"
"retromolar_area","C54223"
"retroperitoneal","C98189"
"retroperitoneal_fibromatosis","C3741"
"retroperitoneum","C12298"
"retsrc_inhibitor_tpx0046","C167210"
"reunion","C17095"
"revdofilimab","C161864"
"rezivertinib","C154286"
"rgpd3","C143082"
"rgs7","C143118"
"rhabdoid_meningioma","C6909"
"rhabdoid_sarcoma","C3808"
"rhabdoid_tumor_nos","C3808"
"rhabdomyoma_nos","C3358"
"rhabdomyosarcoma","C3359"
"rhabdomyosarcoma_nos","C3359"
"rhabdomyosarcoma_with_ganglionic_differentiation","C4716"
"rhabdosarcoma","C3359"
"rhoa","C18356"
"rhoh","C21320"
"right","C25228"
"ripertamab","C122680"
"rmi2","C96027"
"rna_integrity_number","C63637"
"rna_sequencing","C124261"
"rnf213","C97390"
"rnf43","C107649"
"roblitinib","C120102"
"robo1targeted_bicarnkt_cells","C172380"
"robo2","C126774"
"rocakinogene_sifuplasmid","C116709"
"rodent_ulcer","C5568"
"roducitabine","C113444"
"rolinsatamab_talirine","C137991"
"romania","C17108"
"roneparstat","C104412"
"ropeginterferon_alfa2b","C111892"
"ropocamptide","C118292"
"ros1","C18399"
"rosetteforming_glioneuronal_tumor","C129431"
"rosopatamab","C2652"
"round_cell_carcinoma","C3915"
"round_cell_liposarcoma","C4252"
"round_cell_osteosarcoma","C4023"
"round_ligament","C12319"
"route_of_administration","C38114"
"rpdradiographic_progressive_disease","C165208"
"rpl10","C24748"
"rpl22","C97761"
"rpl5","C107652"
"rpn1","C97290"
"rpresponse","C50995"
"rsk14_inhibitor_pmd026","C166135"
"rspo2","C106067"
"rspo3","C24397"
"rtpcr","C18136"
"runx1","C18579"
"runx1t1","C28570"
"russia","C17111"
"rutheniumbased_small_molecule_therapeutic_bold100","C173373"
"ruxotemitide","C90547"
"rwanda","C17112"
"rx","C139581"
"sabatolimab","C124850"
"saint_helena_ascension_and_tristan_da_cunha","C17164"
"saint_kitts_and_nevis","C17885"
"saint_lucia","C17113"
"saint_pierre_and_miquelon","C17165"
"saint_vincent_and_the_grenadines","C17114"
"saliva","C13275"
"salivary_duct_carcinoma","C5904"
"sall4","C112905"
"salt_lymphoma","C7230"
"samoa","C17740"
"samrotamab_vedotin","C124134"
"samuraciclib","C155652"
"san_marino","C17115"
"sao_tome_and_principe","C17116"
"sarcoma","C9118"
"sarcoma_botryoides","C9150"
"sarcoma_nos","C9118"
"sarcomatoid_carcinoma","C27004"
"sarcomatoid_mesothelioma","C45655"
"sarcomatosis_nos","C4243"
"sasanlimab","C124058"
"saudi_arabia","C17117"
"sbds","C97767"
"scalp","C89807"
"schmincke_tumor","C4107"
"schneiderian_carcinoma","C54287"
"schneiderian_papilloma_inverted","C6871"
"schneiderian_papilloma_nos","C4117"
"schwannoma_nos","C3269"
"scirrhous_adenocarcinoma","C2928"
"scirrhous_carcinoma","C2928"
"sclerosing_epithelioid_fibrosarcoma","C49027"
"sclerosing_hemangioma","C6801"
"sclerosing_hepatic_carcinoma","C27388"
"sclerosing_liposarcoma","C6507"
"sclerosing_rhabdomyosarcoma","C121655"
"sclerosing_stromal_tumor","C4204"
"sclerosing_sweat_duct_carcinoma","C7581"
"sclerosis","C69309"
"scrotum_nos","C12785"
"scrstringent_complete_response","C123614"
"sdc4","C101431"
"sdf1_receptor_antagonist_ptx9908","C170746"
"sdha","C103873"
"sdhaf2","C97770"
"sdhb","C97773"
"sdhc","C97776"
"sdhd","C97779"
"sdstable_disease","C18213"
"sebaceous_adenocarcinoma","C40310"
"sebaceous_adenoma","C4174"
"sebaceous_carcinoma","C40310"
"sebaceous_epithelioma","C4346"
"secondary_carcinoma","C36310"
"secretory_carcinoma_of_breast","C4189"
"secretory_meningioma","C4718"
"segmented_neutrophil","C81997"
"seizures","C2962"
"selective_estrogen_receptor_degrader_lx039","C168606"
"selective_estrogen_receptor_degrader_ly3484356","C174042"
"seminoma_anaplastic","C39920"
"seminoma_nos","C9309"
"seminoma_with_high_mitotic_index","C39920"
"senegal","C17121"
"sensory_changes","C157429"
"sept5","C97727"
"sept6","C97782"
"sept9","C97897"
"sequencing_nos","C17565"
"serbia","C64377"
"serclutamab_talirine","C150590"
"serd_znc5","C167267"
"seromucinous_carcinoma","C40090"
"serous_adenocarcinoma_nos","C3778"
"serous_adenofibroma_nos","C67090"
"serous_borderline_tumormicropapillary_variant","C122585"
"serous_carcinoma_nos","C3778"
"serous_cystadenocarcinoma_nos","C3778"
"serous_cystadenoma_borderline_malignancy","C4177"
"serous_cystadenoma_nos","C3783"
"serous_cystoma","C3783"
"serous_endometrial_intraepithelial_carcinoma","C40152"
"serous_microcystic_adenoma","C3783"
"serous_papillary_cystic_tumor_of_borderline_malignancy","C4183"
"serous_surface_papillary_carcinoma","C4182"
"serous_surface_papilloma","C4181"
"serous_tubal_intraepithelial_carcinoma","C126449"
"serous_tumor_nos_of_low_malignant_potential","C4177"
"serplulimab","C156738"
"serrated_adenoma","C38458"
"sertoli_cell_adenoma","C39976"
"sertoli_cell_tumor_nos","C39976"
"sertolileydig_cell_tumor_nos","C2880"
"serum","C13325"
"serum_free_immunoglobulin_light_chain_kappa","C98730"
"serum_free_immunoglobulin_light_chain_lambda","C98732"
"serum_free_immunoglobulin_light_chain_nos","C147376"
"sessile_serrated_adenoma","C96414"
"sessile_serrated_polyp","C96414"
"set","C24801"
"setbp1","C106635"
"setd2","C73662"
"settle","C46105"
"severe","C70667"
"sex_cord_tumor_nos","C3794"
"sex_cordgonadal_stromal_tumor_incompletely_differentiated","C66748"
"sex_cordgonadal_stromal_tumor_mixed_forms","C66991"
"sex_cordgonadal_stromal_tumor_nos","C4862"
"seychelles","C17129"
"sezary_disease","C3366"
"sezary_syndrome","C3366"
"sf3b1","C98284"
"sfpq","C71417"
"sfrp4","C24804"
"sgk1","C101559"
"sh2b3","C102802"
"sh3gl1","C97788"
"shenqi_fuzheng_injection_sq001","C171384"
"shhactivated","C129441"
"shp2_inhibitor_rly1971","C172988"
"shtn1","C122906"
"sibling","C25204"
"sierra_leone","C17130"
"sigmoid_colon","C12384"
"signet_ring_cell_adenocarcinoma","C3774"
"signet_ring_cell_carcinoma","C3774"
"simlukafusp_alfa","C129383"
"simmitinib","C170763"
"simurosertib","C126641"
"singapore","C17134"
"sinonasal_papilloma_exophytic","C4117"
"sinonasal_papilloma_fungiform","C4117"
"sinonasal_papilloma_nos","C4117"
"siremadlin","C116325"
"sirpa","C24710"
"sirpa41bbl_fusion_protein_dsp107","C174171"
"sirpafccd40l_fusion_protein_sl172154","C173706"
"sister","C25680"
"sisterinlaw","C71407"
"six_weeks_or_more",""
"ski","C69184"
"skin","C12470"
"skin_appendage_adenoma","C7580"
"skin_appendage_carcinoma","C3775"
"skin_appendage_tumor_benign","C4615"
"skin_cancer","C2920"
"skin_nos","C12470"
"skin_of_lip_nos","C12291"
"skin_of_lower_limb_and_hip","C12297"
"skin_of_other_and_unspecified_parts_of_face","C33561"
"skin_of_scalp_and_neck","C12294"
"skin_of_trunk","C12295"
"skin_of_upper_limb_and_shoulder","C12296"
"skinassociated_lymphoid_tissue_lymphoma","C7230"
"slc34a2","C101434"
"slc45a3","C97791"
"slovakia","C17669"
"slovenia","C17138"
"smad2","C24566"
"smad3","C18504"
"smad4","C18258"
"small_cell_carcinoma_fusiform_cell","C27092"
"small_cell_carcinoma_hypercalcemic_type","C40439"
"small_cell_carcinoma_intermediate_cell","C4099"
"small_cell_carcinoma_nos","C3915"
"small_cell_carcinoma_pulmonary_type","C40440"
"small_cell_neuroendocrine_carcinoma","C3915"
"small_cell_osteosarcoma","C4023"
"small_cell_sarcoma","C3746"
"small_intestine","C12386"
"small_intestine_nos","C12386"
"smarca4","C19878"
"smarcb1","C18394"
"smarcd1","C19875"
"smarce1","C19874"
"smc1a","C75406"
"smo","C24817"
"smoke_exposure_nos","C164057"
"smokehouse_smoke","C164095"
"smokeless_tobacco","C892"
"smooth_muscle_tumor_nos","C3751"
"smooth_muscle_tumor_of_uncertain_malignant_potential","C3751"
"snd1","C96331"
"snx29","C97764"
"social_security_death_index","C107424"
"socs1","C97794"
"soft_palate_nos","C12762"
"soft_tissue","C12471"
"soft_tissue_perineurioma","C6912"
"soft_tissue_sarcoma","C9306"
"soft_tissue_tumor_benign","C4242"
"soft_tissue_tumor_malignant","C4867"
"solid","C36182"
"solid_and_cystic_tumor","C4179"
"solid_and_papillary_epithelial_neoplasm","C4179"
"solid_carcinoma_nos","C4137"
"solid_papillary_carcinoma_in_situ","C6870"
"solid_pseudopapillary_tumor","C4179"
"solid_teratoma","C3403"
"solitary_fibrous_tumor","C7634"
"solitary_fibrous_tumor_malignant","C6894"
"solitary_fibrous_tumorhemangiopericytoma_grade_1_cns","C129530"
"solitary_fibrous_tumorhemangiopericytoma_grade_2_cns","C129528"
"solitary_fibrous_tumorhemangiopericytoma_grade_3_cns","C129527"
"solitary_mastocytoma_of_skin","C7138"
"solitary_myeloma","C6932"
"solitary_plasmacytoma","C6932"
"solomon_islands","C17148"
"somalia","C17149"
"somatic","C18060"
"somatostatin_cell_tumor_malignant","C65190"
"somatostatin_cell_tumor_nos","C3379"
"somatostatinoma_malignant","C65190"
"somatostatinoma_nos","C3379"
"some_days","C131735"
"son","C25205"
"soninlaw","C71400"
"sotigalimab","C123734"
"sotorasib","C154287"
"south_africa","C17151"
"south_korea","C16774"
"south_sudan","C97351"
"southern_blotting","C16356"
"sox2","C61136"
"spain","C17152"
"spanlecortemlocel","C111571"
"specc1","C97531"
"spen","C115310"
"spermatic_cord","C12329"
"spermatocytic_seminoma","C39921"
"spermatocytoma","C39921"
"sphenoid_sinus","C12278"
"spinal_cord","C12464"
"spinal_meninges","C12350"
"spinal_muscular_atrophy","C85075"
"spindle_cell_angioendothelioma","C4754"
"spindle_cell_carcinoma_nos","C27004"
"spindle_cell_hemangioendothelioma","C4754"
"spindle_cell_lipoma","C4254"
"spindle_cell_melanoma_nos","C4237"
"spindle_cell_melanoma_type_a","C4238"
"spindle_cell_melanoma_type_b","C4239"
"spindle_cell_nevus_nos","C27007"
"spindle_cell_oncocytoma","C94537"
"spindle_cell_rhabdomyosarcoma","C6519"
"spindle_cell_sarcoma","C27005"
"spindle_epithelial_tumor_with_thymuslike_differentiation","C46105"
"spindle_epithelial_tumor_with_thymuslike_element","C46105"
"spindled_mesothelioma","C45655"
"spiradenoma_nos","C4170"
"spitz_nevus","C27007"
"spleen","C12432"
"spleen_cancer","C3539"
"splenic","C142320"
"splenic_bcell_lymphomaleukemia_unclassifiable","C80308"
"splenic_diffuse_red_pulp_small_bcell_lymphoma","C80309"
"splenic_flexure_of_colon","C12267"
"splenic_marginal_zone_bcell_lymphoma","C4663"
"splenic_marginal_zone_lymphoma_nos","C4663"
"splice","C19798"
"splice_acceptor_variant","C45389"
"splice_donor_variant","C45390"
"splice_region_variant","C19798"
"spongioblastoma_multiforme","C3058"
"spongioblastoma_polare","C66801"
"spongioneuroblastoma","C66811"
"spop","C102534"
"sporadic_adult","C27914"
"sporadic_pediatric","C27914"
"spouse","C62649"
"squamotransitional_cell_carcinoma","C40194"
"squamous_carcinoma","C2929"
"squamous_cell_carcinoma_acantholytic","C4106"
"squamous_cell_carcinoma_adenoid","C4106"
"squamous_cell_carcinoma_antigen_scca","C120660"
"squamous_cell_carcinoma_clear_cell_type","C65180"
"squamous_cell_carcinoma_hpvpositive","C27683"
"squamous_cell_carcinoma_in_situ_nos","C27093"
"squamous_cell_carcinoma_in_situ_with_questionable_stromal_invasion","C65176"
"squamous_cell_carcinoma_keratinizing_nos","C4105"
"squamous_cell_carcinoma_large_cell_keratinizing","C4105"
"squamous_cell_carcinoma_large_cell_nonkeratinizing_nos","C65173"
"squamous_cell_carcinoma_metastatic_nos","C4104"
"squamous_cell_carcinoma_microinvasive","C65178"
"squamous_cell_carcinoma_nonkeratinizing_nos","C65173"
"squamous_cell_carcinoma_nos","C2929"
"squamous_cell_carcinoma_pseudoglandular","C4106"
"squamous_cell_carcinoma_sarcomatoid","C27084"
"squamous_cell_carcinoma_small_cell_nonkeratinizing","C65175"
"squamous_cell_carcinoma_spindle_cell","C27084"
"squamous_cell_carcinoma_with_horn_formation","C65179"
"squamous_cell_epithelioma","C2929"
"squamous_cell_papilloma_inverted","C65165"
"squamous_cell_papilloma_nos","C3712"
"squamous_intraepithelial_neoplasia_grade_i","C8335"
"squamous_intraepithelial_neoplasia_grade_ii","C7351"
"squamous_intraepithelial_neoplasia_grade_iii","C27093"
"squamous_intraepithelial_neoplasia_high_grade","C8336"
"squamous_intraepithelial_neoplasia_low_grade","C8335"
"squamous_odontogenic_tumor","C7112"
"squamous_papilloma","C3712"
"squamous_papillomatosis","C9009"
"src","C19917"
"srgap3","C97797"
"sri_lanka","C17163"
"srpk1abcg2_inhibitor_sco101","C175512"
"srsf2","C101110"
"srsf3","C97785"
"ss18","C97800"
"ss18l1","C97803"
"ssx1","C97806"
"ssx2","C97809"
"ssx4","C97814"
"stag1","C131224"
"stag2","C101346"
"stage_0a","C27964"
"stage_0is","C27965"
"stage_1","C85417"
"stage_2a","C85418"
"stage_2b","C85419"
"stage_3","C85420"
"stage_4","C85421"
"stage_4s","C85422"
"stage_i","C27966"
"stage_ia","C96245"
"stage_ia1","C27983"
"stage_ia2","C27984"
"stage_ib","C27976"
"stage_ib1","C28052"
"stage_ib2","C28053"
"stage_ib_cervix","C27976"
"stage_ic","C27981"
"stage_ic1","C128099"
"stage_ic2","C128100"
"stage_ic3","C128101"
"stage_ii","C28054"
"stage_ii_cervix","C28054"
"stage_iia","C27967"
"stage_iia1","C95177"
"stage_iia2","C95178"
"stage_iia_cervix","C27967"
"stage_iib","C27968"
"stage_iic","C27969"
"stage_iii","C27970"
"stage_iiia","C27977"
"stage_iiia1","C128102"
"stage_iiia2","C128105"
"stage_iiiai","C128103"
"stage_iiiaii","C128104"
"stage_iiib","C27978"
"stage_iiic","C27982"
"stage_iiic1","C95179"
"stage_iiic2","C95180"
"stage_iiid","C137676"
"stage_is","C28285"
"stage_iv","C27971"
"stage_iva","C27979"
"stage_ivb","C27980"
"stage_ivc","C28055"
"stage_tis","C48738"
"stage_x","C95957"
"start_lost","C148649"
"stat3","C24833"
"stat5b","C28667"
"stat6","C24835"
"state_of_palestine","C20110"
"stem_cell_leukemia","C9298"
"step_child","C166117"
"step_sibling","C166118"
"stepbrother","C166119"
"stepdaughter","C166123"
"stepfather","C154851"
"stepmother","C132450"
"stepsister","C166124"
"stepson","C166125"
"steroid_cell_tumor_nos","C4215"
"stil","C101126"
"sting_agonist_bms986301","C167292"
"sting_agonist_gsk3745417","C165748"
"sting_agonist_imsa101","C165655"
"sting_agonist_sb_11285","C165566"
"sting_agonist_tak676","C173377"
"stingexpressing_e_coli_synb1891","C167270"
"stk11","C18253"
"stomach_nos","C12391"
"stop_gain","C62198"
"stop_lost","C148650"
"stop_retained_variant","C148651"
"strn","C107661"
"stromal_endometriosis","C4263"
"stromal_myosis_nos","C4263"
"stromal_sarcoma_nos","C6926"
"stromal_tumor_benign","C66772"
"stromal_tumor_nos","C6781"
"stromal_tumor_with_minor_sex_cord_elements","C66749"
"struma_ovarii_and_carcinoid","C4292"
"struma_ovarii_malignant","C4291"
"struma_ovarii_nos","C7468"
"strumal_carcinoid","C4292"
"subacute_granulocytic_leukemia","C3519"
"subacute_myelogenous_leukemia","C3519"
"subacute_myeloid_leukemia","C3519"
"subareolar_duct_papillomatosis","C4192"
"subcutaneous_panniculitislike_tcell_lymphoma","C6918"
"subependymal_giant_cell_astrocytoma","C3696"
"subependymal_glioma","C3795"
"subependymoma","C3795"
"subepidermal_nodular_fibrosis","C7159"
"subglottis","C12280"
"sublingual_gland","C12234"
"submandibular","C77650"
"submandibular_gland","C12233"
"substitution","C18133"
"sudan","C17170"
"sufu","C97819"
"sugemalimab","C154550"
"superficial_spreading_adenocarcinoma","C4125"
"superficial_spreading_melanoma","C9152"
"superficial_well_differentiated_liposarcoma","C6505"
"superior_wall_of_nasopharynx","C12242"
"superoxide_dismutase_mimetic_gc4711","C173664"
"supraclavicular","C12903"
"supraglottis","C12279"
"supratentorial_pnet","C6968"
"surgical_complications","C164157"
"surgical_resection","C15232"
"suriname","C17175"
"suz12","C73545"
"svalbard__jan_mayen_islands","C17178"
"sweat_gland_adenocarcinoma","C6938"
"sweat_gland_adenoma","C7560"
"sweat_gland_carcinoma","C6938"
"sweat_gland_tumor_benign","C4879"
"sweat_gland_tumor_malignant","C4810"
"sweat_gland_tumor_nos","C3398"
"sweden","C17180"
"switzerland","C17181"
"syk","C26536"
"sympathetic_paraganglioma","C4216"
"symplastic_leiomyoma","C4257"
"syncytial_meningioma","C4329"
"synonymous_variant","C20629"
"synovial_sarcoma_biphasic","C4279"
"synovial_sarcoma_epithelioid_cell","C4278"
"synovial_sarcoma_monophasic_fibrous","C4277"
"synovial_sarcoma_nos","C3400"
"synovial_sarcoma_spindle_cell","C4277"
"synovioma_benign","C3829"
"synovioma_malignant","C3400"
"synovioma_nos","C3400"
"synthetic_plumbagin_pcur101","C166377"
"syp","C101144"
"syria","C17182"
"syringocystadenoma_papilliferum","C4172"
"syringofibroadenoma","C43356"
"syringoma_nos","C3761"
"syringomatous_carcinoma","C7581"
"systemic_ebv_positive_tcell_lymphoproliferative_disease_of_childhood","C80374"
"systemic_light_chain_disease","C7727"
"systemic_mastocytosis_with_ahnmd","C9284"
"systemic_mastocytosis_with_associated_hematological_clonal_nonmast_cell_disorder","C9284"
"systemic_tissue_mast_cell_disease","C9235"
"ta","C96025"
"taf15","C95994"
"tafasitamab","C95768"
"tail_of_pancreas","C12271"
"taiwan","C17184"
"tajikistan","C17183"
"tal1","C18301"
"tal2","C24843"
"taletrectinib","C118948"
"tamrintamab_pamozirine","C124133"
"tankyrase_inhibitor_stp1002","C174060"
"tanycytic_ependymoma","C6903"
"tanzania","C17185"
"tapotoclax","C127817"
"targeted_sequencing","C130177"
"tasadenoturev","C74067"
"tbl1xr1","C80116"
"tbx3","C101638"
"tcea1","C97822"
"tcell_large_granular_lymphocytic_leukemia","C4664"
"tcell_large_granular_lymphocytosis","C4664"
"tcell_lymphoma_nos","C3466"
"tcell_rich_large_bcell_lymphoma","C9496"
"tcell_richhistiocyterich_large_bcell_lymphoma","C9496"
"tcf12","C97828"
"tcf3","C24846"
"tcf7l2","C24847"
"tcl1a","C92699"
"tebentafusp","C94208"
"tec","C24850"
"teclistamab","C136823"
"tefinostat","C152539"
"telaglenastat","C114381"
"telaglenastat_hydrochloride","C150413"
"telangiectatic_osteosarcoma","C3902"
"telisotuzumab","C106262"
"temporal_lobe","C12353"
"tenosynovial_giant_cell_tumor","C3402"
"tepoditamab","C148141"
"teratoblastoma_malignant","C4286"
"teratocarcinoma","C3756"
"teratoma_benign","C9015"
"teratoma_differentiated","C9015"
"teratoma_malignant_nos","C4286"
"teratoma_nos","C3403"
"teratoma_with_malignant_transformation","C4289"
"tert","C18173"
"test_value_reported","C165229"
"testicular_adenoma","C39976"
"testicular_cancer","C9063"
"testis_nos","C12412"
"testosterone","C74793"
"tet1","C95423"
"tet2","C95252"
"tetoo_early","C133441"
"tetraploid","C28450"
"tf_binding_site_variant","C148652"
"tfbs_ablation","C148653"
"tfbs_amplification","C148654"
"tfe3","C24854"
"tfeb","C94761"
"tfg","C97834"
"tfpt","C97837"
"tfrc","C38517"
"tgamma_lymphoproliferative_disease","C4664"
"tgfape38_immunotoxin","C29483"
"tgfbeta_receptor_1_kinase_inhibitor_sh3051","C173370"
"tgfbeta_receptor_1_kinase_inhibitor_yl13027","C172107"
"tgfbr2","C18592"
"thailand","C17192"
"theca_cell_tumor","C3405"
"theca_cellgranulosa_cell_tumor","C66751"
"thecoma_luteinized","C4203"
"thecoma_malignant","C6929"
"thecoma_nos","C3405"
"therapeutic_cancer_vaccine_atp128","C165621"
"therapy_related_myeloid_neoplasm","C27912"
"therapyrelated_acute_myeloid_leukemia_alkylating_agent_related","C27754"
"therapyrelated_acute_myeloid_leukemia_epipodophyllotoxinrelated","C27754"
"therapyrelated_acute_myeloid_leukemia_nos","C8252"
"therapyrelated_myelodysplastic_syndrome_alkylating_agent_related","C7643"
"therapyrelated_myelodysplastic_syndrome_epipodophyllotoxinrelated","C7642"
"therapyrelated_myelodysplastic_syndrome_nos","C27722"
"thoracentesis","C15392"
"thoracic_esophagus","C12251"
"thorax_nos","C12799"
"thorium_th_227_anetumab_corixetan","C155977"
"thorium_th_227_antiher2_monoclonal_antibody_bay2701439","C168996"
"thorium_th_227_antipsma_monoclonal_antibody_bay_2315497","C175301"
"thrap3","C97840"
"throat_cancer","C35506"
"thymic_carcinoma_nos","C7569"
"thymic_large_bcell_lymphoma","C9280"
"thymidylate_synthase_inhibitor_cx1106","C168609"
"thymoma_atypical_malignant","C7997"
"thymoma_atypical_nos","C7997"
"thymoma_benign","C66746"
"thymoma_cortical_malignant","C6889"
"thymoma_cortical_nos","C6888"
"thymoma_epithelial_malignant","C7997"
"thymoma_epithelial_nos","C7997"
"thymoma_lymphocyterich_malignant","C7996"
"thymoma_lymphocyterich_nos","C6887"
"thymoma_lymphocytic_malignant","C7996"
"thymoma_lymphocytic_nos","C6887"
"thymoma_malignant_nos","C7612"
"thymoma_medullary_malignant","C7999"
"thymoma_medullary_nos","C6454"
"thymoma_mixed_type_malignant","C6886"
"thymoma_mixed_type_nos","C6885"
"thymoma_nos","C3411"
"thymoma_organoid_malignant","C7996"
"thymoma_organoid_nos","C6887"
"thymoma_predominantly_cortical_malignant","C7996"
"thymoma_predominantly_cortical_nos","C6887"
"thymoma_spindle_cell_malignant","C7999"
"thymoma_spindle_cell_nos","C6454"
"thymoma_type_a_malignant","C7999"
"thymoma_type_a_nos","C6454"
"thymoma_type_ab_malignant","C6886"
"thymoma_type_ab_nos","C6885"
"thymoma_type_b1_malignant","C7996"
"thymoma_type_b1_nos","C6887"
"thymoma_type_b2_malignant","C6889"
"thymoma_type_b2_nos","C6888"
"thymoma_type_b3_malignant","C7997"
"thymoma_type_b3_nos","C7997"
"thymoma_type_c","C7569"
"thymus","C12433"
"thyroid_cancer","C4815"
"thyroid_gland","C12400"
"tibial_adamantinoma","C8461"
"tigit_inhibitor_m6223","C173891"
"tilogotamab","C153259"
"timorleste","C17200"
"tiomolibdate_choline","C62514"
"tirbanibulin","C74077"
"tis","C48738"
"tis_dcis","C139414"
"tis_lcis","C48976"
"tis_pagets","C47858"
"tissue_nos","C12801"
"tlr7_agonist_bnt411","C167350"
"tlr7_agonist_lhc165","C166362"
"tlx1","C18608"
"tlx3","C98099"
"tm4sf1carepcamcarexpressing_autologous_t_cells","C173965"
"tmem127","C95303"
"tmprss2","C24871"
"tnc","C21091"
"tnfaip3","C84928"
"tnfrsf14","C97843"
"tnfrsf17","C97846"
"tnkcell_lymphoma","C4684"
"tobacco","C891"
"tobacco_smoke_cigar","C164097"
"tobacco_smoke_cigarettes","C164098"
"tobacco_smoke_pipe","C164099"
"togo","C17202"
"tokelau","C17704"
"tolebrutinib","C173549"
"tonga","C17205"
"tongue_cancer","C4824"
"tongue_nos","C12422"
"tonsil_nos","C33250"
"tonsillar_cancer","C4825"
"tonsillar_fossa","C12235"
"tonsillar_pillar","C12236"
"top1","C26591"
"topotecan_sustainedrelease_episcleral_plaque","C173363"
"total_bilirubin","C38037"
"total_protein","C61033"
"total_rna","C163995"
"toxicity","C27990"
"tp53","C17359"
"tp63","C91791"
"tpm3","C97849"
"tpm4","C97852"
"tpr","C97855"
"tra","C26419"
"trabecular_adenocarcinoma","C4068"
"trabecular_adenoma","C3688"
"trabecular_carcinoma","C4068"
"trachea","C12428"
"traditional_serrated_adenoma","C38458"
"traf7","C107646"
"transcript_ablation","C16606"
"transcript_amplification","C45581"
"transferrincrm107","C26676"
"transglottic_extension","C160996"
"transient_abnormal_myelopoiesis","C82339"
"transitional_carcinoma","C2930"
"transitional_cell_carcinoma","C2930"
"transitional_cell_carcinoma_in_situ","C4116"
"transitional_cell_carcinoma_micropapillary","C65182"
"transitional_cell_carcinoma_sarcomatoid","C4120"
"transitional_cell_carcinoma_spindle_cell","C4120"
"transitional_cell_papilloma_benign","C4115"
"transitional_cell_papilloma_inverted_benign","C4118"
"transitional_cell_papilloma_inverted_nos","C4118"
"transitional_cell_papilloma_nos","C4115"
"transitional_meningioma","C4333"
"transitional_papilloma","C4115"
"transitional_papilloma_inverted_benign","C4118"
"transitional_papilloma_inverted_nos","C4118"
"translocation","C3420"
"transverse_colon","C12385"
"trastuzumab_deruxtecan","C128799"
"trastuzumab_monomethyl_auristatin_f","C172821"
"trastuzumabtlr_78_agonist_bdc1001","C172388"
"trb","C26418"
"trd","C26420"
"trichilemmal_carcinoma","C43326"
"trichilemmocarcinoma","C43326"
"trichilemmoma","C4113"
"trichodiscoma","C43333"
"trichoepithelioma","C27132"
"trichofolliculoma","C4112"
"trigone_of_bladder","C12331"
"trim24","C95280"
"trim27","C24733"
"trim33","C97858"
"trinidad_and_tobago","C17217"
"trip11","C97861"
"trisacryl_gelatin_microspheres","C126803"
"triton_tumor_malignant","C4335"
"trk_inhibitor_tqb3558","C173560"
"trophoblastic_tumor_epithelioid","C6900"
"troriluzole","C142847"
"trrap","C24880"
"true_histiocytic_lymphoma","C35382"
"tsc1","C18259"
"tsc2","C18260"
"tshr","C24881"
"tubular","C35925"
"tubular_adenocarcinoma","C65192"
"tubular_adenoma_nos","C4133"
"tubular_androblastoma_nos","C39976"
"tubular_carcinoma","C65192"
"tubulocystic_renal_cell_carcinoma","C126303"
"tubulolobular_carcinoma","C97053"
"tubulopapillary_adenoma","C4143"
"tubulovillous_adenoma_nos","C4143"
"tumor_benign","C3677"
"tumor_cells_malignant","C12917"
"tumor_cells_nos","C12922"
